/home/oppry/RCTW-171/train_images/image_1029.jpg	1.000	location
/home/oppry/RCTW-171/train_images/image_1055.jpg	1.000	location
/home/oppry/RCTW-171/train_images/image_1059.jpg	1.000	location
/home/oppry/RCTW-171/train_images/image_111.jpg	1.000	location
/home/oppry/RCTW-171/train_images/image_1128.jpg	1.000	location
/home/oppry/RCTW-171/train_images/image_1150.jpg	1.000	location
/home/oppry/RCTW-171/train_images/image_1166.jpg	1.000	location
/home/oppry/RCTW-171/train_images/image_1177.jpg	1.000	location
/home/oppry/RCTW-171/train_images/image_1216.jpg	1.000	location
/home/oppry/RCTW-171/train_images/image_1246.jpg	1.000	location
